208169,553,5.0,1146322680
208169,588,3.0,1146323249
208169,592,5.0,1146322877
208169,653,2.0,1146322642
208169,832,4.0,1146322533
208169,920,3.0,1146322749
208169,923,3.0,1146322835
208169,1080,3.0,1146322766
208169,1219,5.0,1146323117
208169,1258,5.0,1146322518
208169,1270,5.0,1146323664
208169,1304,5.0,1146322680
208169,1343,4.0,1146323234
208169,1954,5.0,1146323777
208169,1982,3.0,1146323309
208169,2000,5.0,1146323770
208169,2011,5.0,1146323313
208169,2012,3.0,1146323370
208169,2054,2.0,1146322549
208169,2115,5.0,1146323526
208169,2174,4.0,1146323235
208169,2403,4.0,1146323395
208169,2640,5.0,1146323180
208169,2710,1.0,1146323135
208169,2795,5.0,1146323722
208169,2915,5.0,1146323361
208169,3253,3.0,1146323283
208169,3494,5.0,1146323700
208169,3499,3.5,1146324036
208169,3527,3.5,1146324116
208169,3552,5.0,1146323837
208169,3868,3.5,1146323027
208169,4002,3.5,1146323051
208169,4022,4.0,1146323809
208169,4085,5.0,1146323374
208169,4489,4.0,1146323133
208169,4623,3.5,1146322978
208169,4945,4.0,1146323771
208169,5103,4.0,1146323460
208169,6617,4.0,1146323816
208169,7386,5.0,1146323823
208169,26350,5.0,1146322899
208169,26375,5.0,1146324006
208170,2571,5.0,1446906650
208170,4993,3.0,1446906451
208170,7153,3.0,1446905974
208170,58559,4.0,1446906352
208171,1,4.0,855834279
208171,5,4.0,855833939
208171,6,4.0,855834394
208171,7,4.0,855834765
208171,17,4.0,855833745
208171,32,3.0,855834727
208171,61,3.0,855834566
208171,95,3.0,855834475
208171,112,3.0,855834490
208171,141,4.0,855834626
208171,260,4.0,855834779
208171,494,3.0,855834014
208171,648,3.0,855834522
208171,719,3.0,855834781
208171,733,4.0,855834694
208171,736,3.0,855834663
208171,761,3.0,855833876
208171,780,4.0,855834372
208171,786,3.0,855834032
208171,1183,3.0,855834086
208171,1318,3.0,855835813
208171,1356,5.0,855834796
208171,1357,4.0,855835698
208172,170,3.5,1330697774
208172,1371,5.0,1330698169
208172,2881,3.0,1330698018
208172,3510,3.0,1330697703
208172,3755,3.0,1330698052
208173,50,5.0,1443336306
208173,260,4.0,1443336490
208173,293,4.0,1443336429
208173,296,4.5,1443336967
208173,318,4.0,1443336665
208173,527,5.0,1443336989
208173,858,5.0,1443336951
208173,904,4.0,1443336810
208173,1089,5.0,1443337045
208173,1196,4.0,1443336514
208173,1198,4.0,1443336410
208173,1200,3.5,1443336581
208173,1213,4.0,1443336535
208173,1221,4.0,1443336505
208173,1247,4.0,1443337016
208173,1617,5.0,1443336377
208173,1704,1.0,1443336536
208173,2571,5.0,1443336789
208173,2762,4.5,1443336173
208173,2858,5.0,1443336402
208173,2959,5.0,1443336430
208173,3578,4.0,1443336444
208173,4306,4.0,1443336546
208173,4973,4.0,1443336164
208173,4993,4.0,1443336419
208173,5291,5.0,1443336247
208173,5952,3.5,1443336434
208173,44555,4.0,1443336288
208173,48780,3.0,1443336864
208173,79132,3.5,1443336823
208173,92259,4.0,1443336982
208173,109487,3.5,1443337037
208173,112552,4.0,1443336215
208173,142440,0.5,1443336095
208173,142997,3.0,1443336821
208174,150,5.0,833841440
208174,153,4.0,833841642
208174,165,4.0,833841326
208174,231,3.0,833841239
208174,296,4.0,833841439
208174,316,5.0,833840905
208174,318,4.0,833841633
208174,329,4.0,833841137
208174,380,3.0,833841155
208174,588,5.0,833840932
208174,590,5.0,833840796
208174,592,4.0,833841331
208174,595,5.0,833841335
208175,1,1.0,1475945137
208175,165,4.0,1475944902
208175,260,3.0,1475944656
208175,318,4.0,1475944048
208175,356,5.0,1475943960
208175,480,4.0,1475944166
208175,541,5.0,1475944412
208175,592,4.0,1475944714
208175,593,1.0,1475944571
208175,736,4.0,1475944869
208175,1036,5.0,1475945030
208175,1097,1.0,1475944194
208175,1193,1.0,1475944444
208175,1198,5.0,1475944254
208175,1200,4.0,1475945107
208175,1201,3.0,1475944702
208175,1210,3.0,1475944885
208175,1214,4.0,1475944874
208175,1222,5.0,1475944341
208175,1240,4.0,1475944566
