207971,852,4.5,1309702891
207971,904,4.5,1308105580
207971,912,3.5,1308104740
207971,919,4.5,1308104773
207971,923,3.5,1308105644
207971,924,1.0,1307891530
207971,1036,4.5,1308105286
207971,1073,4.5,1308104738
207971,1091,3.0,1308586777
207971,1100,3.5,1307891188
207971,1101,4.5,1308105486
207971,1198,4.5,1308104381
207971,1208,3.5,1308105097
207971,1220,3.5,1308105704
207971,1231,4.0,1309722580
207971,1242,5.0,1309722547
207971,1247,4.5,1308105503
207971,1262,5.0,1309723128
207971,1265,4.5,1308105064
207971,1291,4.0,1308104939
207971,1367,3.5,1307891805
207971,1387,3.0,1308104847
207971,1393,3.5,1309702861
207971,1485,4.0,1308105761
207971,1517,2.5,1307994418
207971,1527,3.5,1308105019
207971,1573,2.0,1308105496
207971,1580,4.5,1308104399
207971,1584,4.5,1308105090
207971,1592,2.0,1307891928
207971,1682,4.0,1308104905
207971,1704,4.5,1308105106
207971,1721,4.0,1308105104
207971,1732,4.5,1308105297
207971,1777,5.0,1308612727
207971,1895,2.0,1308586455
207971,1917,5.0,1308105420
207971,1918,3.5,1307890658
207971,1923,4.0,1307995034
207971,1961,4.5,1308104811
207971,1968,3.0,1308586459
207971,2000,4.0,1308105409
207971,2028,5.0,1308104694
207971,2028,3.0,1308104696
207971,2028,4.0,1308104695
207971,2094,2.5,1307891097
207971,2115,3.5,1308105097
207971,2152,2.0,1307891886
207971,2174,4.0,1308104841
207971,2291,2.0,1308105577
207971,2355,4.0,1308104762
207971,2366,3.0,1307891021
207971,2407,2.5,1307890230
207971,2420,2.5,1307890994
207971,2423,5.0,1307995053
207971,2424,4.5,1309703499
207971,2478,3.0,1308586919
207971,2502,5.0,1308105833
207971,2571,2.0,1308104133
207971,2572,2.5,1307891098
207971,2617,4.0,1308105406
207971,2694,4.5,1307890792
207971,2710,4.0,1308105247
207971,2762,3.0,1308104574
207971,2797,5.0,1308105163
207971,2826,3.0,1307890307
207971,2858,1.0,1308103907
207971,2918,4.0,1308104770
207971,2949,3.0,1307890865
207971,2959,3.5,1308104784
207971,2987,2.0,1308105335
207971,3033,4.5,1307994591
207971,3040,3.5,1308586319
207971,3052,2.5,1309659338
207971,3114,5.0,1308105336
207971,3147,4.5,1308105854
207971,3175,3.5,1308612778
207971,3176,3.0,1309659364
207971,3255,4.0,1308612053
207971,3578,4.0,1307983601
207971,3717,5.0,1307893755
207971,3751,3.5,1308613417
207971,3861,4.5,1307893665
207971,3916,5.0,1308441153
207971,3948,4.5,1308587194
207971,3977,3.0,1308105432
207971,3978,4.5,1309660300
207971,3994,4.0,1307983406
207971,4016,4.0,1308058042
207971,4018,4.5,1308577479
207971,4022,5.0,1308105806
207971,4027,5.0,1308105747
207971,4246,3.0,1308585844
207971,4270,4.0,1308357149
207971,4299,5.0,1308577954
207971,4306,4.5,1308057929
207971,4327,4.0,1308103662
207971,4370,2.5,1307891946
207971,4447,3.5,1309702767
207971,4489,2.5,1307995263
207971,4616,3.5,1309722743
207971,4679,3.0,1308586362
207971,4700,4.0,1309702594
207971,4701,3.0,1307893637
207971,4718,3.0,1308501117
207971,4816,4.0,1308589612
207971,4823,4.5,1308577910
207971,4886,4.5,1308092575
207971,4896,4.0,1308070142
207971,4963,5.0,1308002949
207971,4993,5.0,1308105182
207971,4995,4.0,1307983503
207971,5076,2.5,1307892315
207971,5103,5.0,1308612336
207971,5110,4.0,1307894119
207971,5218,4.0,1308058255
207971,5299,4.0,1309703092
207971,5349,4.0,1308003148
207971,5418,4.0,1307983610
207971,5420,4.0,1308500867
207971,5444,3.0,1308091876
207971,5445,4.0,1308103563
207971,5523,3.5,1307891686
207971,5816,4.5,1308091966
207971,5941,4.5,1309702770
207971,5952,5.0,1308104974
207971,5956,5.0,1308501142
207971,5989,5.0,1308441910
207971,6156,4.0,1307977229
207971,6188,5.0,1307893216
207971,6287,4.0,1307893649
207971,6297,4.0,1308357310
207971,6365,1.5,1308356967
207971,6373,4.5,1308501166
207971,6377,5.0,1308091853
207971,6378,5.0,1307983476
207971,6539,5.0,1308007312
207971,6564,3.0,1308357884
207971,6565,3.5,1308442195
207971,6595,3.5,1307892958
207971,6708,4.0,1308577826
207971,6753,4.0,1308008191
207971,6764,3.5,1307894182
207971,6863,5.0,1308357388
207971,6887,4.0,1308500735
207971,6934,4.5,1308357511
207971,6936,5.0,1308003143
207971,6947,5.0,1307982798
207971,7143,4.0,1308002730
207971,7149,3.0,1308586007
207971,7150,3.0,1309659682
207971,7153,5.0,1307977526
207971,7162,4.5,1309702959
207971,7255,1.5,1309702884
207971,7263,5.0,1308441845
207971,7293,4.5,1307891951
207971,7317,4.5,1307977972
207971,7346,3.0,1308585985
207971,7379,4.5,1307892364
207971,7381,3.5,1307983771
